tis_number,tis_name_th,snapshot_date,num_manufacturing_licenses,num_import_licenses,import_dependency_ratio,domestic_share_ratio
3024 เล่ม 5-2564,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 5 คุณลักษณะที่ต้องการสำหรับกล่องตรวจสอบหลักดินและซีลหลักดิน,2025-11-01,0,0,0.0,0.0
3026-2563,ยานยนต์ประเภท M และ N: คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,2025-11-01,0,0,0.0,0.0
3029-2563,มอร์ตาร์ควบคุมการกัดกร่อนของเหล็กโครงสร้างในคอนกรีต,2025-11-01,0,0,0.0,0.0
3030-2563,เครื่องตรวจวัดฝุ่นละอองลอยหลักการไฟฟ้าสถิต,2025-11-01,0,0,0.0,0.0
3043-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 3,2025-11-01,0,8,0.9999998750000157,0.0
3046-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 6,2025-11-01,8,50,0.8620689506539837,0.1379310321046374
3056-2563,มอร์ตาร์ฉาบผิวบาง,2025-11-01,0,0,0.0,0.0
306-2541,วงล้อรถจักรยานยนต์,2025-11-01,0,0,0.0,0.0
3078-2563,มาตรวัดน้ำ,2025-11-01,0,0,0.0,0.0
310-2522,ท่อเหล็กกล้าสำหรับทำรถจักรยาน,2025-11-01,0,0,0.0,0.0
3173-2564,สารสกัดจากกัญชงที่มีปริมาณแคนนาบิไดออลรวม ไม่น้อยกว่า 80% โดยมวล,2025-11-01,0,0,0.0,0.0
319 เล่ม 2-2551,ปูนไลม์อุตสาหกรรม เล่ม 2 ปูนขาว,2025-11-01,0,0,0.0,0.0
3202-2564,คอนกรีตแห้งสำเร็จรูป,2025-11-01,0,0,0.0,0.0
3209-2564,เครื่องยนต์แก๊สโซลีนขนาดเล็กระบายความร้อนด้วยอากาศ,2025-11-01,0,0,0.0,0.0
321-2560,กระดาษทำลูกฟูก,2025-11-01,0,0,0.0,0.0
324-2522,ซี่ล้อรถจักรยานยนต์,2025-11-01,0,0,0.0,0.0
3243-2564,เหล็กกล้าทรงแบนรีดร้อนเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,30,63,0.6774193475546307,0.3225806416926813
3246-2564,ไนโตรเจนทางการแพทย์,2025-11-01,0,0,0.0,0.0
3250-2564,ตัวแยกสายชนิดพอลิเมอร์พร้อมอุปกรณ์จับยึดสายไฟฟ้า,2025-11-01,0,0,0.0,0.0
327-2553,สีเคลือบเงาแอลคีด,2025-11-01,0,0,0.0,0.0
328-2551,สีอะลูมิเนียมรองพื้นสำหรับงานไม้,2025-11-01,0,0,0.0,0.0
3286-2564,ลวดชุบแข็งและอบคืนตัวสำหรับคอนกรีตอัดแรง,2025-11-01,1,0,0.0,0.9999990000010001
329-2542,ผลิตภัณฑ์ทำความสะอาดประเภทกรดสำหรับกระเบื้องและเครื่องสุขภัณฑ์เซรามิก,2025-11-01,0,0,0.0,0.0
331-2561,อะลูมิเนียมทรงแบนรีดเย็น สำหรับงานทั่วไปและงานขึ้นรูป,2025-11-01,0,0,0.0,0.0
332-2537,เครื่องดับเพลิงยกหิ้วชนิดผงเคมีแห้ง,2025-11-01,120,16,0.11764705795847752,0.8823529346885813
334-2528,โซ่รถจักรยานยนต์,2025-11-01,0,0,0.0,0.0
3357-2565,เสาเข็มเหล็กกล้าแบบเกลียว,2025-11-01,0,0,0.0,0.0
3359-2565,อะลูมิเนียมกันกร่อนสำหรับป้องกันสนิมแบบแคโทดิก,2025-11-01,0,0,0.0,0.0
337-2545,กลีเซอรีนบริสุทธิ์,2025-11-01,0,0,0.0,0.0
3399-2565,น้ำยางคอมพาวนด์สำหรับปรับคุณภาพดินซีเมนต์,2025-11-01,0,0,0.0,0.0
340-2528,ท่อไอเสียรถยนต์,2025-11-01,0,0,0.0,0.0
341-2543,ท่อไอเสียรถจักรยานยนต์,2025-11-01,54,39,0.41935483420048564,0.5806451550468263
3412-2565,ถังก๊าซปิโตรเลียมเหลวสำหรับรถโฟล์คลิฟท์: ถังโลหะ,2025-11-01,0,0,0.0,0.0
3413-2565,ลูกบอลดับเพลิงอัตโนมัติ,2025-11-01,0,0,0.0,0.0
3426-2565,เสาเข็มคอนกรีตกำลังสูงอัดแรงแบบแรงเหวี่ยง,2025-11-01,0,0,0.0,0.0
3438-2565,กระดาษสัมผัสอาหารสำหรับปรุงอาหารด้วยความร้อน,2025-11-01,0,0,0.0,0.0
344-2562,ขั้วรับหลอดฟลูออเรสเซนซ์และขั้วรับสตาร์ตเตอร์,2025-11-01,6,6,0.4999999583333368,0.4999999583333368
3459-2565,โซ่เหล็กกล้า,2025-11-01,0,0,0.0,0.0
3460-2565,เชื้อเพลิงขยะ,2025-11-01,0,0,0.0,0.0
348-2559,เหล็กลวดคาร์บอนต่ำ,2025-11-01,9,2,0.1818181652892577,0.8181817438016598
349-2561,เหล็กลวดคาร์บอนสูง,2025-11-01,0,0,0.0,0.0
351-2527,โซ่รถจักรยาน,2025-11-01,0,0,0.0,0.0
353-2566,ตู้เหล็กใช้ในสำนักงานแบบประตู,2025-11-01,0,0,0.0,0.0
3554-2566,ปั๊มไฮดรอลิกแบบใบพัดสำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,0.0,0.0
356-2531,น้ำมันเครื่อง,2025-11-01,0,0,0.0,0.0
357-2551,สีรองพื้นสำหรับงานไม้,2025-11-01,0,0,0.0,0.0
3584-2566,ผนังกระจก,2025-11-01,0,0,0.0,0.0
3586-2566,แผ่นพีวีซีมุงหลังคา,2025-11-01,0,0,0.0,0.0
3606-2566,เครื่องจักรผสมวัตถุระเบิดแอนโฟสำหรับใช้ในงานอุตสาหกรรม,2025-11-01,0,0,0.0,0.0
365-2532,ตะกั่วบัดกรี : แท่ง,2025-11-01,0,0,0.0,0.0
3656-2566,กล่องลวดตาข่าย,2025-11-01,0,0,0.0,0.0
366-2547,เตารีดไฟฟ้า เฉพาะด้านความปลอดภัย,2025-11-01,39,304,0.8862973735093371,0.113702623575211
368-2562,หมวกนิรภัยสำหรับงานอุตสาหกรรม,2025-11-01,0,0,0.0,0.0
369-2557,หมวกนิรภัยสำหรับผู้ใช้รถจักรยานยนต์,2025-11-01,28,108,0.7941176412197233,0.20588235142733566
370-2552,ถังก๊าซปิโตรเลียมเหลวสำหรับเครื่องยนต์สันดาปภายใน,2025-11-01,23,13,0.36111110108024724,0.6388888711419759
371-2530,แคตอิออนิกแอสฟัลต์อิมัลชันสำหรับถนน,2025-11-01,0,0,0.0,0.0
3778 เล่ม 1-2567,บันไดเลื่อน และทางเลื่อนอัตโนมัติ ข้อกำหนดด้านความปลอดภัย เล่ม 1 ข้อกำหนดสากลด้านความปลอดภัยที่จำเป็น (GESR),2025-11-01,1,6,0.857142734693895,0.1428571224489825
378-2531,กระเบื้องคอนกรีตปูพื้น,2025-11-01,0,0,0.0,0.0
379-2556,กระเบื้องหินขัดชนิดสองชั้น,2025-11-01,0,0,0.0,0.0
382-2531,ประตูน้ำเหล็กหล่อ : ลิ้นปีกผีเสื้อ,2025-11-01,0,0,0.0,0.0
383-2529,ประตูน้ำเหล็กหล่อ : ลิ้นกันกลับชนิดแกว่ง,2025-11-01,0,0,0.0,0.0
384 เล่ม 1-2567,หม้อแปลงไฟฟ้ากำลัง เล่ม 1 ข้อกำหนดทั่วไป,2025-11-01,0,0,0.0,0.0
386-2567,เทปกาวพลาสติกไซซ์พอลิไวนิลคลอไรด์สำหรับใช้ในงานทางไฟฟ้า,2025-11-01,0,0,0.0,0.0
396-2549,เสาเข็มคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,2025-11-01,0,0,0.0,0.0
397-2562,เสาเข็มคอนกรีตเสริมเหล็กแบบแรงเหวี่ยง,2025-11-01,0,0,0.0,0.0
398-2563,เสาเข็มคอนกรีตอัดแรงแบบแรงเหวี่ยง,2025-11-01,0,0,0.0,0.0
399-2565,เสาเข็มคอนกรีตเสริมเหล็กขนาดสั้น,2025-11-01,0,0,0.0,0.0
4 เล่ม 1-2558,หลอดไฟฟ้าไส้ทังสเตนสำหรับใช้ในที่อยู่อาศัยและที่มีจุดประสงค์ให้แสงสว่างทั่วไปที่คล้ายกัน เล่ม 1 คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,2,4,0.6666665555555741,0.33333327777778704
400-2566,เส้นหมี่,2025-11-01,0,0,0.0,0.0
402-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมยาง,2025-11-01,0,0,0.0,0.0
403-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมสีและพลาสติก,2025-11-01,0,0,0.0,0.0
404-2540,ลวดเหล็กกล้าเคลือบสังกะสีตีเกลียว,2025-11-01,0,0,0.0,0.0
408-2553,ทองแดงและทองแดงเจือสำหรับจุดประสงค์ทั่วไปทางไฟฟ้า : เส้น และแท่ง,2025-11-01,3,3,0.49999991666668053,0.49999991666668053
41-2554,กรดซัลฟิวริกเข้มข้นและโอเลียมสำหรับอุตสาหกรรม,2025-11-01,0,0,0.0,0.0
415-2551,สีจราจร,2025-11-01,0,0,0.0,0.0
418-2525,โซ่ส่งกำลัง,2025-11-01,0,0,0.0,0.0
420-2540,ลวดเหล็กกล้าตีเกลียวสำหรับคอนกรีตอัดแรง,2025-11-01,10,32,0.7619047437641728,0.238095232426304
426-2525,ผ้าใบไวนิลอนชนิดเคลือบพีวีซี,2025-11-01,0,0,0.0,0.0
427-2562,ท่อเหล็กกล้าสำหรับส่งน้ำ,2025-11-01,0,0,0.0,0.0
431-2567,ประตูน้ำทองแดงเจือแบบลิ้นยก,2025-11-01,0,0,0.0,0.0
432-2529,ประตูน้ำเหล็กหล่อแบบลิ้นยกสำหรับใช้งานทั่วไป,2025-11-01,0,0,0.0,0.0
435-2548,ถังเก็บน้ำพลาสติกเสริมใยแก้ว,2025-11-01,0,0,0.0,0.0
436-2525,ตู้เหล็กเก็บบัตรดัชนี,2025-11-01,0,0,0.0,0.0
437-2529,ตู้นิรภัยกันไฟแบบประตู,2025-11-01,0,0,0.0,0.0
438-2556,ถุงเท้าใช้งานทั่วไป,2025-11-01,0,0,0.0,0.0
439-2556,ถุงเท้านักเรียน,2025-11-01,0,0,0.0,0.0
442-2525,แผ่นฝอยไม้ซีเมนต์อัดชนิดใช้งานทั่วไป,2025-11-01,0,0,0.0,0.0
444-2549,วุ้นเส้น,2025-11-01,0,0,0.0,0.0
45-2552,ยาสีฟัน,2025-11-01,0,0,0.0,0.0
463-2544,สารละลายซอร์บิทอล,2025-11-01,0,0,0.0,0.0
464-2544,กรดซิทริก,2025-11-01,0,0,0.0,0.0
468-2550,ไวต์สปิริตสำหรับสีและวาร์นิช,2025-11-01,0,0,0.0,0.0
469-2561,สีซีเมนต์,2025-11-01,0,0,0.0,0.0
47-2561,น้ำมันและไขมันสำหรับบริโภค,2025-11-01,0,0,0.0,0.0
470-2526,น้ำผึ้ง,2025-11-01,0,0,0.0,0.0
474-2542,ผลิตภัณฑ์ทำความสะอาดประเภทเหลวสำหรับถ้วยชาม,2025-11-01,0,0,0.0,0.0
479-2541,วัสดุยารอยต่อคอนกรีตแบบยืดหยุ่นชนิดเทร้อน,2025-11-01,0,0,0.0,0.0
486-2527,ใยแก้ว,2025-11-01,0,0,0.0,0.0
49-2560,ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไม่เจือและเกรนละเอียดด้วยการเชื่อมอาร์กโลหะด้วยมือ,2025-11-01,0,0,0.0,0.0
496-2553,ทินเนอร์สำหรับแล็กเกอร์,2025-11-01,22,0,0.0,0.9999999545454565
50-2565,เหล็กกล้าทรงแบนรีดเย็นเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,62,154,0.7129629596622086,0.28703703570816186
504-2527,วงกบและกรอบบานไม้สำหรับประตูและหน้าต่าง,2025-11-01,0,0,0.0,0.0
507-2527,ฟิวส์สำหรับใช้ในที่อยู่อาศัยและงานที่คล้ายคลึงกัน : ตัวยึดฟิวส์,2025-11-01,0,0,0.0,0.0
51-2562,สับปะรดในภาชนะบรรจุปิดสนิท,2025-11-01,21,2,0.08695651795841226,0.9130434385633287
514-2531,เชือกลวดเหล็กกล้า,2025-11-01,0,0,0.0,0.0
517-2558,ขวดพลาสติกสำหรับบรรจุยาเม็ดและแคปซูล,2025-11-01,0,0,0.0,0.0
518-2527,ตู้เหล็กเก็บเอกสารกันไฟแบบลิ้นชัก,2025-11-01,0,0,0.0,0.0
520-2553,ทินเนอร์สำหรับสีพ่นแห้งเร็วไนโตรเซลลูโลส,2025-11-01,12,0,0.0,0.9999999166666736
521-2527,กาวยาง,2025-11-01,0,0,0.0,0.0
523-2564,รองเท้าหนังนิรภัย,2025-11-01,0,0,0.0,0.0
528-2560,เหล็กกล้าทรงแบนรีดร้อน สำหรับงานทั่วไปและงานดึงขึ้นรูป,2025-11-01,77,249,0.7638036786386391,0.23619631829387633
53-2548,ไม้ขีดไฟ,2025-11-01,2,8,0.7999999200000081,0.19999998000000202
531-2558,ภาชนะพลาสติกสำหรับบรรจุผลิตภัณฑ์เภสัชปราศจากเชื้อ,2025-11-01,16,2,0.11111110493827195,0.8888888395061756
535-2556,กระเบื้องคอนกรีตมุงหลังคา,2025-11-01,0,0,0.0,0.0
538-2560,ถุงมือยางปราศจากเชื้อสำหรับการศัลยกรรมชนิดใช้ครั้งเดียว,2025-11-01,0,0,0.0,0.0
539-2564,คาร์บอนไดออกไซด์ทางการแพทย์,2025-11-01,4,0,0.0,0.9999997500000625
540-2564,ออกซิเจนทางการแพทย์,2025-11-01,114,0,0.0,0.9999999912280703
541-2562,ออกซิเจนอุตสาหกรรม,2025-11-01,0,0,0.0,0.0
542-2549,วัสดุเทอร์โมพลาสติกสะท้อนแสงสำหรับทำเครื่องหมายบนผิวทาง,2025-11-01,0,0,0.0,0.0
543-2550,ลูกแก้วที่ใช้กับวัสดุทำเครื่องหมายบนผิวทาง,2025-11-01,0,0,0.0,0.0
545-2528,กระดาษคาร์บอน,2025-11-01,0,0,0.0,0.0
547-2541,อิฐทนไฟไฟร์เคลย์,2025-11-01,0,0,0.0,0.0
548-2541,อิฐทนไฟอะลูมินาสูง,2025-11-01,0,0,0.0,0.0
55-2562,เหล็กเส้นแบนและสี่เหลี่ยมจัตุรัส,2025-11-01,0,0,0.0,0.0
56-2560,น้ำตาลทราย,2025-11-01,0,0,0.0,0.0
561-2549,สีแล็กเกอร์ไนโตรเซลลูโลส,2025-11-01,0,0,0.0,0.0
562-2549,แล็กเกอร์ใสไนโตรเซลลูโลส,2025-11-01,0,0,0.0,0.0
564-2546,ภาชนะเซรามิกที่ใช้กับอาหาร : พอร์ซเลน,2025-11-01,0,0,0.0,0.0
568-2563,คาร์บอนไดออกไซด์อุตสาหกรรม,2025-11-01,0,0,0.0,0.0
57-2560,คอนกรีตบล็อกกลวงรับน้ำหนัก,2025-11-01,0,0,0.0,0.0
572-2528,พัดลมไฟฟ้ากระแสสลับชนิดส่ายรอบตัว,2025-11-01,0,0,0.0,0.0
576-2546,แผ่นคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นคอนกรีต,2025-11-01,0,0,0.0,0.0
58-2560,คอนกรีตบล็อกกลวงไม่รับน้ำหนัก,2025-11-01,0,0,0.0,0.0
59-2561,อิฐคอนกรีต,2025-11-01,0,0,0.0,0.0
593-2562,ประตูเหล็กม้วนสำหรับงานอาคาร,2025-11-01,0,0,0.0,0.0
596-2531,กลอน : ทองเหลืองและอะลูมิเนียมชนิดอัดรีด,2025-11-01,0,0,0.0,0.0
598-2566,มอร์ตาร์สำหรับก่อ,2025-11-01,0,0,0.0,0.0
6 เล่ม 1-2559,แบตเตอรี่ใช้สตาร์ต ชนิดตะกั่ว-กรด เล่ม 1 คุณลักษณะที่ต้องการทั่วไปและวิธีทดสอบ,2025-11-01,0,0,0.0,0.0
60-2560,คอนกรีตบล็อกเชิงตันรับน้ำหนัก,2025-11-01,0,0,0.0,0.0
603-2546,ภาชนะแก้วที่ใช้กับอาหาร,2025-11-01,0,0,0.0,0.0
60335 เล่ม 2(13)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(13) ข้อกำหนดเฉพาะสำหรับเครื่องทอดน้ำมันท่วม กระทะทอด และเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน,2025-11-01,5,4,0.44444439506173394,0.5555554938271674
60335 เล่ม 2(23)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(23) ข้อกำหนดเฉพาะเครื่องใช้ไฟฟ้าสำหรับการดูแลผม ขน หรือผิว,2025-11-01,1,39,0.9749999756250006,0.024999999375000016
60335 เล่ม 2(32)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(32) ข้อกำหนดเฉพาะสำหรับเครื่องนวดร่างกาย,2025-11-01,0,85,0.9999999882352942,0.0
60335 เล่ม 2(37)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(37) ข้อกำหนดเฉพาะสำหรับเครื่องทอดโดนัทเชิงพาณิชย์และเครื่องทอดน้ำมันท่วมเชิงพาณิชย์,2025-11-01,0,7,0.9999998571428775,0.0
60335 เล่ม 2(41)-2567,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(41) ข้อกำหนดเฉพาะสำหรับเครื่องสูบของเหลว,2025-11-01,0,0,0.0,0.0
60335 เล่ม 2(65)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(65) ข้อกำหนดเฉพาะสำหรับเครื่องฟอกอากาศ,2025-11-01,22,148,0.8705882301730105,0.1294117639446367
60335 เล่ม 2(79)-2563,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(79) ข้อกำหนดเฉพาะสำหรับเครื่องทำความสะอาดใช้ความดันสูง และเครื่องทำความสะอาดใช้ไอน้ำ,2025-11-01,1,69,0.9857142716326533,0.014285714081632657
605-2552,ผลิตภัณฑ์ชำระล้าง,2025-11-01,0,0,0.0,0.0
609-2559,สีพ่นยานยนต์แห้งเร็วไนโตรเซลลูโลส: สีพื้นรองทับหน้า,2025-11-01,0,0,0.0,0.0
610-2552,น้ำยาลอกสี,2025-11-01,0,0,0.0,0.0
612-2549,แผ่นพอลิเอสเตอร์เสริมใยแก้ว,2025-11-01,0,0,0.0,0.0
61215 เล่ม 1(1)-2561,แผงเซลล์แสงอาทิตย์ภาคพื้นดิน - คุณสมบัติการออกแบบและรับรองแบบ เล่ม 1(1) ข้อกำหนดเฉพาะสำหรับการทดสอบ แผงเซลล์แสงอาทิตย์ชนิดผลึกซิลิคอน,2025-11-01,0,0,0.0,0.0
618-2565,สารยึดสำหรับสีและวาร์นิช : แอลคีดเรซิน,2025-11-01,0,0,0.0,0.0
622-2529,ท่อซีเมนต์ใยหินสำหรับงานระบายน้ำทั่วไป,2025-11-01,0,0,0.0,0.0
62368 เล่ม 1-2563,บริภัณฑ์เสียง วีดิทัศน์ บริภัณฑ์เทคโนโลยีสารสนเทศและการสื่อสาร เล่ม 1 ข้อกำหนดด้านความปลอดภัย,2025-11-01,31,627,0.9528875365457636,0.047112461934479544
625-2559,ถุงยางอนามัยชายจากน้ำยางธรรมชาติ - คุณลักษณะที่ต้องการและวิธีทดสอบ,2025-11-01,0,0,0.0,0.0
63-2560,ตู้เหล็กเก็บเอกสารแบบลิ้นชัก,2025-11-01,0,0,0.0,0.0
632-2551,พอลิไวนิลคลอไรด์เรซิน,2025-11-01,0,0,0.0,0.0
633-2531,ลูกยางสีข้าว,2025-11-01,0,0,0.0,0.0
638-2563,แป้งข้าวเจ้า,2025-11-01,0,0,0.0,0.0
639-2563,แป้งข้าวเหนียว,2025-11-01,0,0,0.0,0.0
64-2517,ตัวนำไฟฟ้าทองแดงรีดแข็งสำหรับสายส่งกำลังเหนือดิน,2025-11-01,0,0,0.0,0.0
640 เล่ม 1-2564,เอทานอลใช้ทางเภสัชกรรม,2025-11-01,0,0,0.0,0.0
640 เล่ม 2-2561,เอทานอลใช้ทางอุตสาหกรรมทั่วไป,2025-11-01,0,0,0.0,0.0
640 เล่ม 3-2553,เอทานอลใช้เป็นเชื้อเพลิง,2025-11-01,0,0,0.0,0.0
640 เล่ม 4-2561,เอทานอลสำหรับใช้ในเครื่องสำอาง,2025-11-01,0,0,0.0,0.0
640 เล่ม 6-2563,เอทานอลสำหรับอุตสาหกรรมอาหาร,2025-11-01,0,0,0.0,0.0
651-2535,ยางในรถยนต์,2025-11-01,0,0,0.0,0.0
653-2554,ภาชนะพลาสติกสำหรับบรรจุนมและผลิตภัณฑ์นม,2025-11-01,0,0,0.0,0.0
655 เล่ม 1-2553,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 1 พอลิเอทิลีน พอลิพรอพิลีน พอลิสไตรีน พอลิเอทิลีนเทเรฟแทเลต พอลิไวนิลแอลกอฮอล์ และพอลิเมทิลเพนทีน,2025-11-01,429,375,0.4664179098676394,0.5335820888885795
655 เล่ม 2-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 2 พอลิไวนิลคลอไรด์ พอลิคาร์บอเนต พอลิแอไมด์ และพอลิเมทิลเมทาคริเลต,2025-11-01,26,46,0.6388888800154322,0.3611111060956791
655 เล่ม 3-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 3 อะคริโลไนไทรล์-บิวทะไดอีน-สไตรีน และสไตรีน-อะคริโลไนไทรล์,2025-11-01,30,100,0.7692307633136095,0.23076922899408286
659-2529,เหล็กฉากเจาะรู,2025-11-01,0,0,0.0,0.0
660-2529,บันไดอะลูมิเนียม,2025-11-01,0,0,0.0,0.0
683-2562,ยางในสำหรับรถจักรยานยนต์และโมเปด,2025-11-01,20,12,0.3749999882812504,0.6249999804687506
685 เล่ม 1-2562,ของเล่น: เฉพาะด้านความปลอดภัย เล่ม 1 ข้อกำหนด,2025-11-01,149,1443,0.9064070346065282,0.09359296476533105
689-2530,ได-2-เอทิลเฮกซิลทาเลต,2025-11-01,0,0,0.0,0.0
691-2547,สีอีพอกซีสำหรับงานทั่วไป,2025-11-01,0,0,0.0,0.0
692-2560,กำมะถันสำหรับอุตสาหกรรม,2025-11-01,0,0,0.0,0.0
696-2530,ลูกกวาดและทอฟฟี่,2025-11-01,0,0,0.0,0.0
697-2530,ยางหุ้มขอบกระจกรถยนต์,2025-11-01,0,0,0.0,0.0
71-2532,ลวดเหล็กเคลือบสังกะสี,2025-11-01,0,0,0.0,0.0
710-2530,พัดลมไฟฟ้ากระแสสลับชนิดระบายอากาศ,2025-11-01,0,0,0.0,0.0
713-2541,จาระบี,2025-11-01,0,0,0.0,0.0
716-2532,ลวดเย็บกระดาษ,2025-11-01,0,0,0.0,0.0
717-2530,เครื่องเย็บกระดาษ,2025-11-01,0,0,0.0,0.0
718-2530,แบตเตอรี่ชนิดตะกั่ว-กรดใช้ประจำที่,2025-11-01,0,0,0.0,0.0
719-2530,แบตเตอรี่รถจักรยานยนต์,2025-11-01,0,0,0.0,0.0
721-2551,เข็มขัดนิรภัยสำหรับรถยนต์,2025-11-01,22,182,0.8921568583717802,0.10784313672625913
727-2551,สีโคลทาร์อีพ็อกซี,2025-11-01,0,0,0.0,0.0
729-2553,กระสอบพลาสติก,2025-11-01,0,0,0.0,0.0
730-2558,วัสดุเชื่อมสิ้นเปลือง - ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไร้สนิม และเหล็กกล้าทนความร้อนด้วยการเชื่อมอาร์กโลหะด้วยมือ - การจำแนกประเภท,2025-11-01,0,0,0.0,0.0
731-2532,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมพอกผิวเหล็กกล้าด้วยอาร์ก,2025-11-01,0,0,0.0,0.0
732-2531,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมเหล็กหล่อด้วยอาร์ก,2025-11-01,0,0,0.0,0.0
733-2530,สารเคมีผสมเพิ่มสำหรับคอนกรีต,2025-11-01,0,0,0.0,0.0
737-2549,ตะแกรงเหล็กกล้าเชื่อมติดเสริมคอนกรีต,2025-11-01,0,0,0.0,0.0
738-2547,นมสด,2025-11-01,0,0,0.0,0.0
739-2563,สีสังเคราะห์ : สีไดเร็กต์,2025-11-01,11,36,0.7659574305115441,0.23404254821186068
740-2563,สีสังเคราะห์ : สีรีแอกทีฟ,2025-11-01,8,109,0.931623923661334,0.06837606779165754
744-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: หน้าต่างอะลูมิเนียม,2025-11-01,0,0,0.0,0.0
747-2564,ลวดเหล็กกล้าดึงเย็นเสริมคอนกรีต,2025-11-01,0,0,0.0,0.0
75-2560,ปุ๋ยเคมี,2025-11-01,0,0,0.0,0.0
756-2535,กุญแจลูกบิด,2025-11-01,0,0,0.0,0.0
757-2531,กุญแจคล้องสายยู,2025-11-01,0,0,0.0,0.0
758-2551,กระดาษหนังสือพิมพ์,2025-11-01,0,0,0.0,0.0
759-2531,บานพับสำหรับประตูและหน้าต่าง : บานพับสองปีก,2025-11-01,0,0,0.0,0.0
76-2517,ลวดหนามเคลือบสังกะสี,2025-11-01,0,0,0.0,0.0
760-2563,สีสังเคราะห์ : สีแวต,2025-11-01,2,38,0.9499999762500007,0.04999999875000003
764-2561,ชุดปีกผีเสื้อใช้ครั้งเดียว,2025-11-01,0,0,0.0,0.0
769-2533,ผ้ามุ้ง,2025-11-01,0,0,0.0,0.0
77-2565,อิฐก่อสร้างสามัญ,2025-11-01,0,0,0.0,0.0
770-2567,ท่อเหล็กกล้าเคลือบสังกะสีสำหรับใช้ร้อยสายไฟฟ้า,2025-11-01,0,0,0.0,0.0
773-2531,ดอกไม้ประดิษฐ์,2025-11-01,0,0,0.0,0.0
776-2552,หลอดพลาสติกสำหรับอาหาร,2025-11-01,0,0,0.0,0.0
777-2552,กระบอกฉีดยาผ่านใต้ผิวหนังปราศจากเชื้อชนิดใช้ครั้งเดียว,2025-11-01,0,0,0.0,0.0
778-2531,โครงบานเกล็ดหน้าต่างปรับได้,2025-11-01,0,0,0.0,0.0
78-2549,ผงซักฟอก,2025-11-01,34,22,0.3928571358418369,0.6071428463010207
787-2551,เครื่องยนต์ดีเซลขนาดเล็กระบายความร้อนด้วยน้ำ,2025-11-01,5,20,0.7999999680000013,0.19999999200000032
788-2531,ไส้หม้อกรองอากาศที่ใช้กับเครื่องยนต์สันดาปภายใน,2025-11-01,0,0,0.0,0.0
