tis_number,tis_name_th,snapshot_date,num_manufacturing_licenses,num_import_licenses,num_display_licenses,num_manufacturing_entrepreneurs,num_import_entrepreneurs,num_display_entrepreneurs,num_total_entrepreneurs,total_licenses,import_to_manufacturing_ratio,import_dependency_ratio,domestic_share_ratio,display_to_total_ratio,risk_score,risk_label
60335 เล่ม 2(13)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(13) ข้อกำหนดเฉพาะสำหรับเครื่องทอดน้ำมันท่วม กระทะทอด และเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน,2025-11-01,5,4,0,5,4,0,9,9,0.799999840000032,0.44444439506173394,0.5555554938271674,0.0,32.14710264363256,low
60335 เล่ม 2(23)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(23) ข้อกำหนดเฉพาะเครื่องใช้ไฟฟ้าสำหรับการดูแลผม ขน หรือผิว,2025-11-01,1,39,0,1,22,0,23,40,38.999961000039,0.9749999756250006,0.024999999375000016,0.0,52.83059403396565,medium
60335 เล่ม 2(32)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(32) ข้อกำหนดเฉพาะสำหรับเครื่องนวดร่างกาย,2025-11-01,0,85,0,0,41,0,41,85,85000000.0,0.9999999882352942,0.0,0.0,52.29152693941426,medium
60335 เล่ม 2(37)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(37) ข้อกำหนดเฉพาะสำหรับเครื่องทอดโดนัทเชิงพาณิชย์และเครื่องทอดน้ำมันท่วมเชิงพาณิชย์,2025-11-01,0,7,0,0,5,0,5,7,7000000.0,0.9999998571428775,0.0,0.0,66.60406230296908,medium
60335 เล่ม 2(41)-2567,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(41) ข้อกำหนดเฉพาะสำหรับเครื่องสูบของเหลว,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
60335 เล่ม 2(65)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(65) ข้อกำหนดเฉพาะสำหรับเครื่องฟอกอากาศ,2025-11-01,22,148,0,22,99,0,121,170,6.7272724214876165,0.8705882301730105,0.1294117639446367,0.0,44.256726728680896,medium
60335 เล่ม 2(79)-2563,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(79) ข้อกำหนดเฉพาะสำหรับเครื่องทำความสะอาดใช้ความดันสูง และเครื่องทำความสะอาดใช้ไอน้ำ,2025-11-01,1,69,0,1,43,0,44,70,68.99993100006901,0.9857142716326533,0.014285714081632657,0.0,51.418212857343576,medium
605-2552,ผลิตภัณฑ์ชำระล้าง,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
609-2559,สีพ่นยานยนต์แห้งเร็วไนโตรเซลลูโลส: สีพื้นรองทับหน้า,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
610-2552,น้ำยาลอกสี,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
612-2549,แผ่นพอลิเอสเตอร์เสริมใยแก้ว,2025-11-01,0,0,9,0,0,4,4,9,0.0,0.0,0.0,0.9999998888889013,19.943661971830988,low
61215 เล่ม 1(1)-2561,แผงเซลล์แสงอาทิตย์ภาคพื้นดิน - คุณสมบัติการออกแบบและรับรองแบบ เล่ม 1(1) ข้อกำหนดเฉพาะสำหรับการทดสอบ แผงเซลล์แสงอาทิตย์ชนิดผลึกซิลิคอน,2025-11-01,0,0,10,0,0,8,8,10,0.0,0.0,0.0,0.99999990000001,11.038080333854982,low
618-2565,สารยึดสำหรับสีและวาร์นิช : แอลคีดเรซิน,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
622-2529,ท่อซีเมนต์ใยหินสำหรับงานระบายน้ำทั่วไป,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
62368 เล่ม 1-2563,บริภัณฑ์เสียง วีดิทัศน์ บริภัณฑ์เทคโนโลยีสารสนเทศและการสื่อสาร เล่ม 1 ข้อกำหนดด้านความปลอดภัย,2025-11-01,31,627,0,30,225,0,255,658,20.225805799167553,0.9528875365457636,0.047112461934479544,0.0,47.941839242270355,medium
625-2559,ถุงยางอนามัยชายจากน้ำยางธรรมชาติ - คุณลักษณะที่ต้องการและวิธีทดสอบ,2025-11-01,0,0,8,0,0,6,6,8,0.0,0.0,0.0,0.9999998750000157,14.218645204560698,low
63-2560,ตู้เหล็กเก็บเอกสารแบบลิ้นชัก,2025-11-01,0,0,9,0,0,7,7,9,0.0,0.0,0.0,0.9999998888889013,12.429577464788732,low
632-2551,พอลิไวนิลคลอไรด์เรซิน,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
633-2531,ลูกยางสีข้าว,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
638-2563,แป้งข้าวเจ้า,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
639-2563,แป้งข้าวเหนียว,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
64-2517,ตัวนำไฟฟ้าทองแดงรีดแข็งสำหรับสายส่งกำลังเหนือดิน,2025-11-01,0,0,11,0,0,7,7,11,0.0,0.0,0.0,0.9999999090909174,12.429577464788732,low
640 เล่ม 1-2564,เอทานอลใช้ทางเภสัชกรรม,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
640 เล่ม 2-2561,เอทานอลใช้ทางอุตสาหกรรมทั่วไป,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
640 เล่ม 3-2553,เอทานอลใช้เป็นเชื้อเพลิง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
640 เล่ม 4-2561,เอทานอลสำหรับใช้ในเครื่องสำอาง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
640 เล่ม 6-2563,เอทานอลสำหรับอุตสาหกรรมอาหาร,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
651-2535,ยางในรถยนต์,2025-11-01,0,0,14,0,0,3,3,14,0.0,0.0,0.0,0.9999999285714337,24.953051643192488,low
653-2554,ภาชนะพลาสติกสำหรับบรรจุนมและผลิตภัณฑ์นม,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
655 เล่ม 1-2553,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 1 พอลิเอทิลีน พอลิพรอพิลีน พอลิสไตรีน พอลิเอทิลีนเทเรฟแทเลต พอลิไวนิลแอลกอฮอล์ และพอลิเมทิลเพนทีน,2025-11-01,429,375,0,398,204,0,602,804,0.8741258720882847,0.4664179098676394,0.5335820888885795,0.0,23.393147965286694,low
655 เล่ม 2-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 2 พอลิไวนิลคลอไรด์ พอลิคาร์บอเนต พอลิแอไมด์ และพอลิเมทิลเมทาคริเลต,2025-11-01,26,46,0,24,39,0,63,72,1.7692307011834345,0.6388888800154322,0.3611111060956791,0.0,33.41598193527405,low
655 เล่ม 3-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 3 อะคริโลไนไทรล์-บิวทะไดอีน-สไตรีน และสไตรีน-อะคริโลไนไทรล์,2025-11-01,30,100,0,29,45,0,74,130,3.3333332222222256,0.7692307633136095,0.23076922899408286,0.0,39.70347915025054,low
659-2529,เหล็กฉากเจาะรู,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
660-2529,บันไดอะลูมิเนียม,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
683-2562,ยางในสำหรับรถจักรยานยนต์และโมเปด,2025-11-01,20,12,0,14,11,0,25,32,0.5999999700000015,0.3749999882812504,0.6249999804687506,0.0,22.509479591313806,low
685 เล่ม 1-2562,ของเล่น: เฉพาะด้านความปลอดภัย เล่ม 1 ข้อกำหนด,2025-11-01,149,1443,0,148,399,0,547,1592,9.68456369339219,0.9064070346065282,0.09359296476533105,0.0,45.40927999045263,medium
689-2530,ได-2-เอทิลเฮกซิลทาเลต,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
691-2547,สีอีพอกซีสำหรับงานทั่วไป,2025-11-01,0,0,12,0,0,11,11,12,0.0,0.0,0.0,0.9999999166666736,8.25508607198748,low
692-2560,กำมะถันสำหรับอุตสาหกรรม,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
696-2530,ลูกกวาดและทอฟฟี่,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
697-2530,ยางหุ้มขอบกระจกรถยนต์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
71-2532,ลวดเหล็กเคลือบสังกะสี,2025-11-01,0,0,12,0,0,9,9,12,0.0,0.0,0.0,0.9999999166666736,9.924882629107982,low
710-2530,พัดลมไฟฟ้ากระแสสลับชนิดระบายอากาศ,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
713-2541,จาระบี,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
716-2532,ลวดเย็บกระดาษ,2025-11-01,0,0,5,0,0,2,2,5,0.0,0.0,0.0,0.99999980000004,33.30203442879499,low
717-2530,เครื่องเย็บกระดาษ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
718-2530,แบตเตอรี่ชนิดตะกั่ว-กรดใช้ประจำที่,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
719-2530,แบตเตอรี่รถจักรยานยนต์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
721-2551,เข็มขัดนิรภัยสำหรับรถยนต์,2025-11-01,22,182,0,6,52,0,58,204,8.272726896694232,0.8921568583717802,0.10784313672625913,0.0,46.212044923454,medium
727-2551,สีโคลทาร์อีพ็อกซี,2025-11-01,0,0,5,0,0,5,5,5,0.0,0.0,0.0,0.99999980000004,16.604068857589986,low
729-2553,กระสอบพลาสติก,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
730-2558,วัสดุเชื่อมสิ้นเปลือง - ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไร้สนิม และเหล็กกล้าทนความร้อนด้วยการเชื่อมอาร์กโลหะด้วยมือ - การจำแนกประเภท,2025-11-01,0,0,3,0,0,2,2,3,0.0,0.0,0.0,0.9999996666667778,33.30203442879499,low
731-2532,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมพอกผิวเหล็กกล้าด้วยอาร์ก,2025-11-01,0,0,7,0,0,2,2,7,0.0,0.0,0.0,0.9999998571428775,33.30203442879499,low
732-2531,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมเหล็กหล่อด้วยอาร์ก,2025-11-01,0,0,5,0,0,3,3,5,0.0,0.0,0.0,0.99999980000004,24.953051643192488,low
733-2530,สารเคมีผสมเพิ่มสำหรับคอนกรีต,2025-11-01,0,0,7,0,0,5,5,7,0.0,0.0,0.0,0.9999998571428775,16.604068857589986,low
737-2549,ตะแกรงเหล็กกล้าเชื่อมติดเสริมคอนกรีต,2025-11-01,0,0,91,0,0,53,53,91,0.0,0.0,0.0,0.9999999890109892,1.7614327942966441,low
738-2547,นมสด,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
739-2563,สีสังเคราะห์ : สีไดเร็กต์,2025-11-01,11,36,0,11,14,0,25,47,3.272726975206639,0.7659574305115441,0.23404254821186068,0.0,42.057351932803456,medium
740-2563,สีสังเคราะห์ : สีรีแอกทีฟ,2025-11-01,8,109,0,8,29,0,37,117,13.624998296875214,0.931623923661334,0.06837606779165754,0.0,49.1238208971297,medium
744-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: หน้าต่างอะลูมิเนียม,2025-11-01,0,0,5,0,0,5,5,5,0.0,0.0,0.0,0.99999980000004,16.604068857589986,low
747-2564,ลวดเหล็กกล้าดึงเย็นเสริมคอนกรีต,2025-11-01,0,0,36,0,0,36,36,36,0.0,0.0,0.0,0.999999972222223,2.6138814871209237,low
75-2560,ปุ๋ยเคมี,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
756-2535,กุญแจลูกบิด,2025-11-01,0,0,17,0,0,10,10,17,0.0,0.0,0.0,0.999999941176474,9.014084507042254,low
757-2531,กุญแจคล้องสายยู,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
758-2551,กระดาษหนังสือพิมพ์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
759-2531,บานพับสำหรับประตูและหน้าต่าง : บานพับสองปีก,2025-11-01,0,0,18,0,0,11,11,18,0.0,0.0,0.0,0.9999999444444475,8.25508607198748,low
76-2517,ลวดหนามเคลือบสังกะสี,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
760-2563,สีสังเคราะห์ : สีแวต,2025-11-01,2,38,0,2,18,0,20,40,18.99999050000475,0.9499999762500007,0.04999999875000003,0.0,52.1769499637671,medium
764-2561,ชุดปีกผีเสื้อใช้ครั้งเดียว,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
769-2533,ผ้ามุ้ง,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
77-2565,อิฐก่อสร้างสามัญ,2025-11-01,0,0,16,0,0,16,16,16,0.0,0.0,0.0,0.9999999375000038,5.79950289975145,low
770-2567,ท่อเหล็กกล้าเคลือบสังกะสีสำหรับใช้ร้อยสายไฟฟ้า,2025-11-01,0,0,3,0,0,2,2,3,0.0,0.0,0.0,0.9999996666667778,33.30203442879499,low
773-2531,ดอกไม้ประดิษฐ์,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
776-2552,หลอดพลาสติกสำหรับอาหาร,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
777-2552,กระบอกฉีดยาผ่านใต้ผิวหนังปราศจากเชื้อชนิดใช้ครั้งเดียว,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
778-2531,โครงบานเกล็ดหน้าต่างปรับได้,2025-11-01,0,0,6,0,0,6,6,6,0.0,0.0,0.0,0.9999998333333611,14.218645204560698,low
78-2549,ผงซักฟอก,2025-11-01,34,22,0,30,16,0,46,56,0.6470588044982705,0.3928571358418369,0.6071428463010207,0.0,21.680615488872025,low
787-2551,เครื่องยนต์ดีเซลขนาดเล็กระบายความร้อนด้วยน้ำ,2025-11-01,5,20,0,3,16,0,19,25,3.99999920000016,0.7999999680000013,0.19999999200000032,0.0,44.915491828334766,medium
788-2531,ไส้หม้อกรองอากาศที่ใช้กับเครื่องยนต์สันดาปภายใน,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
79-2529,กระเบื้องซีเมนต์ใยหินแผ่นลอน : ลอนคู่,2025-11-01,0,0,14,0,0,5,5,14,0.0,0.0,0.0,0.9999999285714337,16.604068857589986,low
791-2565,เครื่องสุขภัณฑ์เซรามิก : อ่างล้างหน้า-ล้างมือ,2025-11-01,0,0,9,0,0,8,8,9,0.0,0.0,0.0,0.9999998888889013,11.038080333854982,low
792-2554,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งราบ,2025-11-01,19,337,0,13,97,0,110,356,17.7368411717452,0.9466292108240753,0.05337078636693599,0.0,48.140157118008105,medium
794-2567,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งยอง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
795-2564,เครื่องสุขภัณฑ์เซรามิก : โถปัสสาวะชาย,2025-11-01,0,0,9,0,0,8,8,9,0.0,0.0,0.0,0.9999998888889013,11.038080333854982,low
796-2544,เครื่องสุขภัณฑ์วิเทรียสไชนา : โถชำระล้าง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
797-2565,เครื่องสุขภัณฑ์เซรามิก : อุปกรณ์ห้องน้ำ,2025-11-01,0,0,7,0,0,7,7,7,0.0,0.0,0.0,0.9999998571428775,12.429577464788732,low
8-2564,ซอสปรุงรส,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
80-2566,ปูนซีเมนต์ผสม,2025-11-01,0,0,15,0,0,9,9,15,0.0,0.0,0.0,0.9999999333333378,9.924882629107982,low
800-2545,ยางขอบประตูรถยนต์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
801-2562,นั่งร้านท่อเหล็กกล้าแบบโครง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
803-2531,เชือกลวดเหล็กกล้าสำหรับลิฟต์,2025-11-01,0,0,7,0,0,3,3,7,0.0,0.0,0.0,0.9999998571428775,24.953051643192488,low
805-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันต่ำ,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
81-2548,ท่อซีเมนต์ใยหินชนิดทนความดัน,2025-11-01,0,0,3,0,0,2,2,3,0.0,0.0,0.0,0.9999996666667778,33.30203442879499,low
812-2558,มอเตอร์คอมเพรสเซอร์ เฉพาะด้านความปลอดภัย,2025-11-01,15,583,0,9,116,0,125,598,38.86666407555573,0.9749163863295712,0.02508361199818794,0.0,49.447064394020195,medium
816-2565,พอลิเอทิลีนเรซิน,2025-11-01,0,0,7,0,0,3,3,7,0.0,0.0,0.0,0.9999998571428775,24.953051643192488,low
821-2554,ปากกาสีน้ำ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
824-2551,สวิตช์ไฟฟ้าใช้ในที่อยู่อาศัยและสิ่งติดตั้งทางไฟฟ้ายึดกับที่ที่คล้ายกัน : ข้อกำหนดทั่วไป,2025-11-01,35,176,0,17,69,0,86,211,5.028571284897963,0.8341232187956246,0.16587677646503898,0.0,42.76384854932382,medium
826-2531,กระเบื้องซีเมนต์ปูพื้น,2025-11-01,0,0,52,0,0,27,27,52,0.0,0.0,0.0,0.9999999807692311,3.4842387659289065,low
827-2565,คอนกรีตบล็อกประสานปูพื้น,2025-11-01,0,0,13,0,0,12,12,13,0.0,0.0,0.0,0.9999999230769291,7.6128566269411335,low
828-2546,ชิ้นส่วนคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นประกอบ,2025-11-01,0,0,548,0,0,381,381,548,0.0,0.0,0.0,0.9999999981751825,0.16837499692746355,low
829-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: ประตูอะลูมิเนียม,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
83-2561,น้ำส้มสายชู,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
834-2556,สีโป๊ยานยนต์ : พอลิเอสเทอร์,2025-11-01,0,0,10,0,0,10,10,10,0.0,0.0,0.0,0.99999990000001,9.014084507042254,low
836-2534,โพลิสไตรีนเรซิน,2025-11-01,0,0,3,0,0,1,1,3,0.0,0.0,0.0,0.9999996666667778,50.0,medium
838-2531,สายไฟฟ้าสำหรับวงจรควบคุม,2025-11-01,0,0,13,0,0,9,9,13,0.0,0.0,0.0,0.9999999230769291,9.924882629107982,low
84-2552,ชอล์กสำหรับกระดานดำ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
849-2566,ปูนซีเมนต์ปอร์ตแลนด์ปอซโซลาน,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
85-2548,ตัวนำลวดกลมตีเกลียวร่วมศูนย์กลางสำหรับสายไฟฟ้าเหนือดิน,2025-11-01,11,2,0,7,2,0,9,13,0.1818181652892577,0.15384614201183525,0.8461537810650938,0.0,17.617189820197474,low
851-2561,แอสฟัลต์ซีเมนต์สำหรับงานทาง,2025-11-01,0,0,23,0,0,17,17,23,0.0,0.0,0.0,0.999999956521741,5.472091810119979,low
854-2566,อ่างเหล็กกล้าไร้สนิมสำหรับล้างชาม,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
862-2532,บานพับสำหรับหน้าต่าง : บานพับปรับมุมชนิดฝืด,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
865-2544,คัตแบกแอสฟัลต์,2025-11-01,0,0,15,0,0,9,9,15,0.0,0.0,0.0,0.9999999333333378,9.924882629107982,low
872-2532,หม้อกรองน้ำมันเครื่องชนิดถอดเปลี่ยนทั้งชุดสำหรับรถยนต์,2025-11-01,0,0,4,0,0,3,3,4,0.0,0.0,0.0,0.9999997500000625,24.953051643192488,low
875-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันสูง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
878-2566,แผ่นชิ้นไม้อัดซีเมนต์ : ความหนาแน่นสูง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
879-2553,ไฟแช็กก๊าซ,2025-11-01,5,34,0,4,20,0,24,39,6.799998640000272,0.8717948494411578,0.12820512491781733,0.0,47.50335800835257,medium
880-2560,กระจกโฟลตใส,2025-11-01,8,101,0,4,39,0,43,109,12.624998421875198,0.9266054960861881,0.07339449473950005,0.0,48.51337394092076,medium
882-2532,เครื่องดับเพลิงยกหิ้ว : โฟม,2025-11-01,5,5,0,4,4,0,8,10,0.99999980000004,0.499999950000005,0.499999950000005,0.0,36.03807812797285,low
885-2551,บัลลาสต์อิเล็กทรอนิกส์ใช้กับไฟฟ้ากระแสสลับสำหรับหลอดฟลูออเรสเซนซ์ เฉพาะด้านความปลอดภัย,2025-11-01,0,0,10,0,0,5,5,10,0.0,0.0,0.0,0.99999990000001,16.604068857589986,low
897-2564,ไฮโดรเจนเพอร์ออกไซด์สำหรับอุตสาหกรรม,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
9-2550,ลูกแบดมินตัน,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
900-2565,ถ่านกัมมันต์สำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
902 เล่ม 2(1)-2563,ดวงโคมไฟฟ้าติดประจำที่สำหรับจุดประสงค์ทั่วไป,2025-11-01,0,0,15,0,0,15,15,15,0.0,0.0,0.0,0.9999999333333378,6.167840375586854,low
902 เล่ม 2(22)-2560,ดวงโคมไฟฟ้าฉุกเฉิน,2025-11-01,0,0,6,0,0,4,4,6,0.0,0.0,0.0,0.9999998333333611,19.943661971830988,low
902 เล่ม 2(3)-2557,ดวงโคมไฟฟ้าสำหรับให้แสงสว่างบนถนน,2025-11-01,0,0,38,0,0,35,35,38,0.0,0.0,0.0,0.9999999736842113,2.6890975482524775,low
902 เล่ม 2(5)-2563,ดวงโคมไฟฟ้าสาดแสง,2025-11-01,0,0,11,0,0,11,11,11,0.0,0.0,0.0,0.9999999090909174,8.25508607198748,low
909-2548,เครื่องตัดวงจรกระแสเหลือแบบมีอุปกรณ์ป้องกันกระแสเกิน สำหรับใช้ในที่อยู่อาศัยและใช้ในลักษณะที่คล้ายกัน,2025-11-01,33,105,0,11,50,0,61,138,3.181818085399452,0.7608695597038437,0.23913043304977946,0.0,39.56551387119959,low
910-2532,ท่อโพลิบิวทิลีนสำหรับใช้เป็นท่อน้ำดื่ม,2025-11-01,0,0,11,0,0,6,6,11,0.0,0.0,0.0,0.9999999090909174,14.218645204560698,low
913-2550,แคปซูลเจลาตินชนิดแข็ง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
915 เล่ม 1-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 1 แบบกดล็อก,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
915 เล่ม 2-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 2 แบบมือหมุน,2025-11-01,0,0,5,0,0,3,3,5,0.0,0.0,0.0,0.99999980000004,24.953051643192488,low
918-2535,อุปกรณ์และข้อต่อเหล็กหล่อเทาสำหรับท่อส่งน้ำชนิดทนความดัน,2025-11-01,0,0,395,0,0,24,24,395,0.0,0.0,0.0,0.9999999974683544,3.9136150234741782,low
92-2536,พัดลมไฟฟ้ากระแสสลับชนิดตั้งโต๊ะและติดผนัง,2025-11-01,0,0,12,0,0,4,4,12,0.0,0.0,0.0,0.9999999166666736,19.943661971830988,low
921-2551,โต๊ะเทเบิลเทนนิส,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
927-2533,แบไรต์สำหรับเจาะบ่อปิโตรเลียม,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
93-2563,แหนบแผ่น - คุณลักษณะทางเทคนิค,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
934-2558,พัดลมไฟฟ้ากระแสสลับ - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,144,433,0,103,236,0,339,577,3.006944423562886,0.7504332742626806,0.24956672400421712,0.0,37.722437421618665,low
