tis_number,tis_name_th,snapshot_date,num_total_entrepreneurs,import_dependency_ratio,entrepreneur_risk_raw,entrepreneur_risk_norm,import_dependency_norm,risk_score,risk_label
397-2562,เสาเข็มคอนกรีตเสริมเหล็กแบบแรงเหวี่ยง,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
398-2563,เสาเข็มคอนกรีตอัดแรงแบบแรงเหวี่ยง,2025-11-01,10,0.0,0.09090909090909091,0.18028169014084508,0.0,9.014084507042254,low
399-2565,เสาเข็มคอนกรีตเสริมเหล็กขนาดสั้น,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
4 เล่ม 1-2558,หลอดไฟฟ้าไส้ทังสเตนสำหรับใช้ในที่อยู่อาศัยและที่มีจุดประสงค์ให้แสงสว่างทั่วไปที่คล้ายกัน เล่ม 1 คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,6,0.6666665555555741,0.14285714285714285,0.28437290409121396,0.66666656339871,47.5519733744962,medium
400-2566,เส้นหมี่,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
402-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมยาง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
403-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมสีและพลาสติก,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
404-2540,ลวดเหล็กกล้าเคลือบสังกะสีตีเกลียว,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
408-2553,ทองแดงและทองแดงเจือสำหรับจุดประสงค์ทั่วไปทางไฟฟ้า : เส้น และแท่ง,2025-11-01,4,0.49999991666668053,0.2,0.39887323943661973,0.4999999225490325,44.943658099282615,medium
41-2554,กรดซัลฟิวริกเข้มข้นและโอเลียมสำหรับอุตสาหกรรม,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
415-2551,สีจราจร,2025-11-01,16,0.0,0.058823529411764705,0.115990057995029,0.0,5.79950289975145,low
418-2525,โซ่ส่งกำลัง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
420-2540,ลวดเหล็กกล้าตีเกลียวสำหรับคอนกรีตอัดแรง,2025-11-01,27,0.7619047437641728,0.03571428571428571,0.06968477531857813,0.761904752727758,41.57947640231681,medium
426-2525,ผ้าใบไวนิลอนชนิดเคลือบพีวีซี,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
427-2562,ท่อเหล็กกล้าสำหรับส่งน้ำ,2025-11-01,14,0.0,0.06666666666666667,0.1317057902973396,0.0,6.58528951486698,low
431-2567,ประตูน้ำทองแดงเจือแบบลิ้นยก,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
432-2529,ประตูน้ำเหล็กหล่อแบบลิ้นยกสำหรับใช้งานทั่วไป,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
435-2548,ถังเก็บน้ำพลาสติกเสริมใยแก้ว,2025-11-01,19,0.0,0.05,0.09830985915492958,0.0,4.915492957746479,low
436-2525,ตู้เหล็กเก็บบัตรดัชนี,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
437-2529,ตู้นิรภัยกันไฟแบบประตู,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
438-2556,ถุงเท้าใช้งานทั่วไป,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
439-2556,ถุงเท้านักเรียน,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
442-2525,แผ่นฝอยไม้ซีเมนต์อัดชนิดใช้งานทั่วไป,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
444-2549,วุ้นเส้น,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
45-2552,ยาสีฟัน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
463-2544,สารละลายซอร์บิทอล,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
464-2544,กรดซิทริก,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
468-2550,ไวต์สปิริตสำหรับสีและวาร์นิช,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
469-2561,สีซีเมนต์,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
47-2561,น้ำมันและไขมันสำหรับบริโภค,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
470-2526,น้ำผึ้ง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
474-2542,ผลิตภัณฑ์ทำความสะอาดประเภทเหลวสำหรับถ้วยชาม,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
479-2541,วัสดุยารอยต่อคอนกรีตแบบยืดหยุ่นชนิดเทร้อน,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
486-2527,ใยแก้ว,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
49-2560,ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไม่เจือและเกรนละเอียดด้วยการเชื่อมอาร์กโลหะด้วยมือ,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
496-2553,ทินเนอร์สำหรับแล็กเกอร์,2025-11-01,21,0.0,0.045454545454545456,0.0892018779342723,0.0,4.460093896713615,low
50-2565,เหล็กกล้าทรงแบนรีดเย็นเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,127,0.7129629596622086,0.0078125,0.013776408450704224,0.7129629680500081,36.33696882503561,low
504-2527,วงกบและกรอบบานไม้สำหรับประตูและหน้าต่าง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
507-2527,ฟิวส์สำหรับใช้ในที่อยู่อาศัยและงานที่คล้ายคลึงกัน : ตัวยึดฟิวส์,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
51-2562,สับปะรดในภาชนะบรรจุปิดสนิท,2025-11-01,22,0.08695651795841226,0.043478260869565216,0.08524188609920391,0.08695651898143013,8.609920254031701,low
514-2531,เชือกลวดเหล็กกล้า,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
517-2558,ขวดพลาสติกสำหรับบรรจุยาเม็ดและแคปซูล,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
518-2527,ตู้เหล็กเก็บเอกสารกันไฟแบบลิ้นชัก,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
520-2553,ทินเนอร์สำหรับสีพ่นแห้งเร็วไนโตรเซลลูโลส,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
521-2527,กาวยาง,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
523-2564,รองเท้าหนังนิรภัย,2025-11-01,10,0.0,0.09090909090909091,0.18028169014084508,0.0,9.014084507042254,low
528-2560,เหล็กกล้าทรงแบนรีดร้อน สำหรับงานทั่วไปและงานดึงขึ้นรูป,2025-11-01,144,0.7638036786386391,0.006896551724137931,0.011941071717662293,0.7638036876245647,38.78723796711135,low
53-2548,ไม้ขีดไฟ,2025-11-01,7,0.7999999200000081,0.125,0.24859154929577465,0.7999999294117719,52.42957393537732,medium
531-2558,ภาชนะพลาสติกสำหรับบรรจุผลิตภัณฑ์เภสัชปราศจากเชื้อ,2025-11-01,15,0.11111110493827195,0.0625,0.12335680751173708,0.11111110624546142,11.723395687859924,low
535-2556,กระเบื้องคอนกรีตมุงหลังคา,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
538-2560,ถุงมือยางปราศจากเชื้อสำหรับการศัลยกรรมชนิดใช้ครั้งเดียว,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
539-2564,คาร์บอนไดออกไซด์ทางการแพทย์,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
540-2564,ออกซิเจนทางการแพทย์,2025-11-01,98,0.0,0.010101010101010102,0.01836202399582681,0.0,0.9181011997913405,low
541-2562,ออกซิเจนอุตสาหกรรม,2025-11-01,10,0.0,0.09090909090909091,0.18028169014084508,0.0,9.014084507042254,low
542-2549,วัสดุเทอร์โมพลาสติกสะท้อนแสงสำหรับทำเครื่องหมายบนผิวทาง,2025-11-01,57,0.0,0.017241379310344827,0.03266958070260644,0.0,1.633479035130322,low
543-2550,ลูกแก้วที่ใช้กับวัสดุทำเครื่องหมายบนผิวทาง,2025-11-01,21,0.0,0.045454545454545456,0.0892018779342723,0.0,4.460093896713615,low
545-2528,กระดาษคาร์บอน,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
547-2541,อิฐทนไฟไฟร์เคลย์,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
548-2541,อิฐทนไฟอะลูมินาสูง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
55-2562,เหล็กเส้นแบนและสี่เหลี่ยมจัตุรัส,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
56-2560,น้ำตาลทราย,2025-11-01,42,0.0,0.023255813953488372,0.04472103941478327,0.0,2.2360519707391635,low
561-2549,สีแล็กเกอร์ไนโตรเซลลูโลส,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
562-2549,แล็กเกอร์ใสไนโตรเซลลูโลส,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
564-2546,ภาชนะเซรามิกที่ใช้กับอาหาร : พอร์ซเลน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
568-2563,คาร์บอนไดออกไซด์อุตสาหกรรม,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
57-2560,คอนกรีตบล็อกกลวงรับน้ำหนัก,2025-11-01,13,0.0,0.07142857142857142,0.14124748490945674,0.0,7.062374245472837,low
572-2528,พัดลมไฟฟ้ากระแสสลับชนิดส่ายรอบตัว,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
576-2546,แผ่นคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นคอนกรีต,2025-11-01,59,0.0,0.016666666666666666,0.031517996870109546,0.0,1.5758998435054774,low
58-2560,คอนกรีตบล็อกกลวงไม่รับน้ำหนัก,2025-11-01,60,0.0,0.01639344262295082,0.030970522589086433,0.0,1.5485261294543216,low
59-2561,อิฐคอนกรีต,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
593-2562,ประตูเหล็กม้วนสำหรับงานอาคาร,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
596-2531,กลอน : ทองเหลืองและอะลูมิเนียมชนิดอัดรีด,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
598-2566,มอร์ตาร์สำหรับก่อ,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
6 เล่ม 1-2559,แบตเตอรี่ใช้สตาร์ต ชนิดตะกั่ว-กรด เล่ม 1 คุณลักษณะที่ต้องการทั่วไปและวิธีทดสอบ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
60-2560,คอนกรีตบล็อกเชิงตันรับน้ำหนัก,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
603-2546,ภาชนะแก้วที่ใช้กับอาหาร,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
60335 เล่ม 2(13)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(13) ข้อกำหนดเฉพาะสำหรับเครื่องทอดน้ำมันท่วม กระทะทอด และเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน,2025-11-01,9,0.44444439506173394,0.1,0.19849765258215962,0.44444440029049154,32.14710264363256,low
60335 เล่ม 2(23)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(23) ข้อกำหนดเฉพาะเครื่องใช้ไฟฟ้าสำหรับการดูแลผม ขน หรือผิว,2025-11-01,23,0.9749999756250006,0.041666666666666664,0.08161189358372456,0.9749999870955885,52.83059403396565,medium
60335 เล่ม 2(32)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(32) ข้อกำหนดเฉพาะสำหรับเครื่องนวดร่างกาย,2025-11-01,41,0.9999999882352942,0.023809523809523808,0.04583053878828526,1.0,52.29152693941426,medium
60335 เล่ม 2(37)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(37) ข้อกำหนดเฉพาะสำหรับเครื่องทอดโดนัทเชิงพาณิชย์และเครื่องทอดน้ำมันท่วมเชิงพาณิชย์,2025-11-01,5,0.9999998571428775,0.16666666666666666,0.3320813771517997,0.9999998689075817,66.60406230296908,medium
60335 เล่ม 2(41)-2567,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(41) ข้อกำหนดเฉพาะสำหรับเครื่องสูบของเหลว,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
60335 เล่ม 2(65)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(65) ข้อกำหนดเฉพาะสำหรับเครื่องฟอกอากาศ,2025-11-01,121,0.8705882301730105,0.00819672131147541,0.01454629415839298,0.870588240415225,44.256726728680896,medium
60335 เล่ม 2(79)-2563,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(79) ข้อกำหนดเฉพาะสำหรับเครื่องทำความสะอาดใช้ความดันสูง และเครื่องทำความสะอาดใช้ไอน้ำ,2025-11-01,44,0.9857142716326533,0.022222222222222223,0.04264997391757955,0.9857142832292919,51.418212857343576,medium
605-2552,ผลิตภัณฑ์ชำระล้าง,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
609-2559,สีพ่นยานยนต์แห้งเร็วไนโตรเซลลูโลส: สีพื้นรองทับหน้า,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
610-2552,น้ำยาลอกสี,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
612-2549,แผ่นพอลิเอสเตอร์เสริมใยแก้ว,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
61215 เล่ม 1(1)-2561,แผงเซลล์แสงอาทิตย์ภาคพื้นดิน - คุณสมบัติการออกแบบและรับรองแบบ เล่ม 1(1) ข้อกำหนดเฉพาะสำหรับการทดสอบ แผงเซลล์แสงอาทิตย์ชนิดผลึกซิลิคอน,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
618-2565,สารยึดสำหรับสีและวาร์นิช : แอลคีดเรซิน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
622-2529,ท่อซีเมนต์ใยหินสำหรับงานระบายน้ำทั่วไป,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
62368 เล่ม 1-2563,บริภัณฑ์เสียง วีดิทัศน์ บริภัณฑ์เทคโนโลยีสารสนเทศและการสื่อสาร เล่ม 1 ข้อกำหนดด้านความปลอดภัย,2025-11-01,255,0.9528875365457636,0.00390625,0.005949237089201878,0.9528875477562052,47.941839242270355,medium
625-2559,ถุงยางอนามัยชายจากน้ำยางธรรมชาติ - คุณลักษณะที่ต้องการและวิธีทดสอบ,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
63-2560,ตู้เหล็กเก็บเอกสารแบบลิ้นชัก,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
632-2551,พอลิไวนิลคลอไรด์เรซิน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
633-2531,ลูกยางสีข้าว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
638-2563,แป้งข้าวเจ้า,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
639-2563,แป้งข้าวเหนียว,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
64-2517,ตัวนำไฟฟ้าทองแดงรีดแข็งสำหรับสายส่งกำลังเหนือดิน,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
640 เล่ม 1-2564,เอทานอลใช้ทางเภสัชกรรม,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
640 เล่ม 2-2561,เอทานอลใช้ทางอุตสาหกรรมทั่วไป,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
640 เล่ม 3-2553,เอทานอลใช้เป็นเชื้อเพลิง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
640 เล่ม 4-2561,เอทานอลสำหรับใช้ในเครื่องสำอาง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
640 เล่ม 6-2563,เอทานอลสำหรับอุตสาหกรรมอาหาร,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
651-2535,ยางในรถยนต์,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
653-2554,ภาชนะพลาสติกสำหรับบรรจุนมและผลิตภัณฑ์นม,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
655 เล่ม 1-2553,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 1 พอลิเอทิลีน พอลิพรอพิลีน พอลิสไตรีน พอลิเอทิลีนเทเรฟแทเลต พอลิไวนิลแอลกอฮอล์ และพอลิเมทิลเพนทีน,2025-11-01,602,0.4664179098676394,0.001658374792703151,0.0014450439508249052,0.46641791535490895,23.393147965286694,low
655 เล่ม 2-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 2 พอลิไวนิลคลอไรด์ พอลิคาร์บอเนต พอลิแอไมด์ และพอลิเมทิลเมทาคริเลต,2025-11-01,63,0.6388888800154322,0.015625,0.029430751173708917,0.638888887531772,33.41598193527405,low
655 เล่ม 3-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 3 อะคริโลไนไทรล์-บิวทะไดอีน-สไตรีน และสไตรีน-อะคริโลไนไทรล์,2025-11-01,74,0.7692307633136095,0.013333333333333334,0.024838810641627542,0.7692307723633832,39.70347915025054,low
659-2529,เหล็กฉากเจาะรู,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
660-2529,บันไดอะลูมิเนียม,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
683-2562,ยางในสำหรับรถจักรยานยนต์และโมเปด,2025-11-01,25,0.3749999882812504,0.038461538461538464,0.0751895991332611,0.374999992693015,22.509479591313806,low
685 เล่ม 1-2562,ของเล่น: เฉพาะด้านความปลอดภัย เล่ม 1 ข้อกำหนด,2025-11-01,547,0.9064070346065282,0.0018248175182481751,0.0017785545389123057,0.9064070452701404,45.40927999045263,medium
689-2530,ได-2-เอทิลเฮกซิลทาเลต,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
691-2547,สีอีพอกซีสำหรับงานทั่วไป,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
692-2560,กำมะถันสำหรับอุตสาหกรรม,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
696-2530,ลูกกวาดและทอฟฟี่,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
697-2530,ยางหุ้มขอบกระจกรถยนต์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
71-2532,ลวดเหล็กเคลือบสังกะสี,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
710-2530,พัดลมไฟฟ้ากระแสสลับชนิดระบายอากาศ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
713-2541,จาระบี,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
716-2532,ลวดเย็บกระดาษ,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
717-2530,เครื่องเย็บกระดาษ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
718-2530,แบตเตอรี่ชนิดตะกั่ว-กรดใช้ประจำที่,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
719-2530,แบตเตอรี่รถจักรยานยนต์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
721-2551,เข็มขัดนิรภัยสำหรับรถยนต์,2025-11-01,58,0.8921568583717802,0.01694915254237288,0.032084029601336835,0.8921568688677433,46.212044923454,medium
727-2551,สีโคลทาร์อีพ็อกซี,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
729-2553,กระสอบพลาสติก,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
730-2558,วัสดุเชื่อมสิ้นเปลือง - ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไร้สนิม และเหล็กกล้าทนความร้อนด้วยการเชื่อมอาร์กโลหะด้วยมือ - การจำแนกประเภท,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
731-2532,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมพอกผิวเหล็กกล้าด้วยอาร์ก,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
732-2531,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมเหล็กหล่อด้วยอาร์ก,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
733-2530,สารเคมีผสมเพิ่มสำหรับคอนกรีต,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
737-2549,ตะแกรงเหล็กกล้าเชื่อมติดเสริมคอนกรีต,2025-11-01,53,0.0,0.018518518518518517,0.03522865588593288,0.0,1.7614327942966441,low
738-2547,นมสด,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
739-2563,สีสังเคราะห์ : สีไดเร็กต์,2025-11-01,25,0.7659574305115441,0.038461538461538464,0.0751895991332611,0.765957439522808,42.057351932803456,medium
740-2563,สีสังเคราะห์ : สีรีแอกทีฟ,2025-11-01,37,0.931623923661334,0.02631578947368421,0.0508524833209785,0.9316239346216154,49.1238208971297,medium
744-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: หน้าต่างอะลูมิเนียม,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
747-2564,ลวดเหล็กกล้าดึงเย็นเสริมคอนกรีต,2025-11-01,36,0.0,0.02702702702702703,0.05227762974241847,0.0,2.6138814871209237,low
75-2560,ปุ๋ยเคมี,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
756-2535,กุญแจลูกบิด,2025-11-01,10,0.0,0.09090909090909091,0.18028169014084508,0.0,9.014084507042254,low
757-2531,กุญแจคล้องสายยู,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
758-2551,กระดาษหนังสือพิมพ์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
759-2531,บานพับสำหรับประตูและหน้าต่าง : บานพับสองปีก,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
76-2517,ลวดหนามเคลือบสังกะสี,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
760-2563,สีสังเคราะห์ : สีแวต,2025-11-01,20,0.9499999762500007,0.047619047619047616,0.09353901184887099,0.949999987426471,52.1769499637671,medium
764-2561,ชุดปีกผีเสื้อใช้ครั้งเดียว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
769-2533,ผ้ามุ้ง,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
77-2565,อิฐก่อสร้างสามัญ,2025-11-01,16,0.0,0.058823529411764705,0.115990057995029,0.0,5.79950289975145,low
770-2567,ท่อเหล็กกล้าเคลือบสังกะสีสำหรับใช้ร้อยสายไฟฟ้า,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
773-2531,ดอกไม้ประดิษฐ์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
776-2552,หลอดพลาสติกสำหรับอาหาร,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
777-2552,กระบอกฉีดยาผ่านใต้ผิวหนังปราศจากเชื้อชนิดใช้ครั้งเดียว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
778-2531,โครงบานเกล็ดหน้าต่างปรับได้,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
78-2549,ผงซักฟอก,2025-11-01,46,0.3928571358418369,0.02127659574468085,0.04075516931375486,0.3928571404636856,21.680615488872025,low
787-2551,เครื่องยนต์ดีเซลขนาดเล็กระบายความร้อนด้วยน้ำ,2025-11-01,19,0.7999999680000013,0.05,0.09830985915492958,0.7999999774117657,44.915491828334766,medium
788-2531,ไส้หม้อกรองอากาศที่ใช้กับเครื่องยนต์สันดาปภายใน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
79-2529,กระเบื้องซีเมนต์ใยหินแผ่นลอน : ลอนคู่,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
791-2565,เครื่องสุขภัณฑ์เซรามิก : อ่างล้างหน้า-ล้างมือ,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
792-2554,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งราบ,2025-11-01,110,0.9466292108240753,0.009009009009009009,0.01617392039927251,0.9466292219608895,48.140157118008105,medium
794-2567,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งยอง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
795-2564,เครื่องสุขภัณฑ์เซรามิก : โถปัสสาวะชาย,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
796-2544,เครื่องสุขภัณฑ์วิเทรียสไชนา : โถชำระล้าง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
797-2565,เครื่องสุขภัณฑ์เซรามิก : อุปกรณ์ห้องน้ำ,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
